Marital status,Application order,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,5,1,1,116,19,38,119.5,1,0,0,0,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1,1,1,1,163,3,4,175.6,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
1,2,1,1,122,19,19,116.1,1,0,0,1,0,1,19,0,0,5,8,5,11.2,0,0,5,5,3,11,0,12.4,0.5,1.79,Graduate
1,2,1,1,136,1,3,126.6,1,0,0,1,0,0,18,0,0,6,6,6,16.5,0,0,6,7,6,17.4285714285714,0,11.1,0.6,2.02,Dropout
1,1,1,1,142,3,19,130.8,1,0,0,1,0,0,18,0,0,5,9,3,13.6666666666667,1,0,5,5,5,12,0,12.7,3.7,-1.7,Graduate
1,6,1,1,139,37,37,133.5,1,0,0,1,0,1,18,0,0,8,8,7,15.2285714285714,0,0,8,8,7,15.2285714285714,0,12.7,3.7,-1.7,Graduate
1,1,1,42,140,37,37,136.9,1,0,0,1,0,0,21,0,5,9,10,9,12.7777777777778,0,4,9,9,9,13.2222222222222,0,8.9,1.4,3.51,Graduate
1,1,1,1,165,19,37,142.3,0,0,0,1,0,1,18,0,0,8,8,7,14.4285714285714,0,0,8,8,7,14.4285714285714,0,12.7,3.7,-1.7,Graduate
1,3,1,1,122,1,38,114.3,1,0,0,1,0,0,18,0,0,6,8,6,13.875,0,0,6,7,6,13.7142857142857,0,11.1,0.6,2.02,Graduate
1,2,1,1,135,19,19,122.9,1,0,0,1,0,0,18,0,0,7,10,7,13.128,0,0,8,13,6,13.1933333333333,0,15.5,2.8,-4.06,Graduate
1,1,1,1,128,19,1,117.2,1,0,0,1,0,0,20,0,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,Graduate
1,1,1,1,139,1,38,152,0,0,0,1,0,1,18,0,0,5,5,5,14.6,0,0,5,8,5,12,0,12.7,3.7,-1.7,Graduate
1,2,1,1,125,19,1,122.2,1,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
1,2,1,1,102,37,38,101.7,1,0,0,1,0,1,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate
1,1,1,1,116,19,19,119.9,1,0,0,1,0,0,20,0,0,6,6,6,12.3333333333333,0,0,6,6,6,12.3333333333333,0,12.4,0.5,1.79,Graduate
1,1,1,1,138,37,1,123.7,1,0,1,1,0,1,19,0,0,5,5,4,11,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
1,1,1,1,135,3,1,121.8,0,0,0,1,0,1,19,0,5,11,11,11,13.1818181818182,0,5,11,11,11,12.9090909090909,0,11.1,0.6,2.02,Graduate
1,4,1,1,110,19,37,106.1,1,1,1,0,0,1,18,0,0,6,6,1,11,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
1,3,1,1,132,1,1,124.3,1,0,1,1,0,1,19,0,0,6,6,6,11.8333333333333,0,0,6,7,6,12.2857142857143,0,15.5,2.8,-4.06,Graduate
1,2,1,1,126,1,38,124.3,1,0,0,1,0,1,20,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,Graduate
1,1,1,39,117.4,19,1,117.4,1,0,0,1,0,0,21,0,4,7,10,6,11.3333333333333,0,1,5,6,5,11.2,0,11.1,0.6,2.02,Graduate
1,2,1,1,120,41,3,112.7,0,0,0,1,0,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,Graduate
1,1,1,1,116,38,38,123.7,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduate
1,2,1,1,111,38,38,105.8,1,0,0,1,0,0,19,0,0,7,7,7,13.1428571428571,0,0,7,8,7,12.8571428571429,0,8.9,1.4,3.51,Graduate
1,3,1,1,128,1,19,124.2,0,0,0,0,0,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Dropout
1,1,1,1,123,30,19,122.3,0,0,0,1,0,0,18,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate
1,5,1,1,131,19,37,123.7,0,0,0,1,0,1,19,0,0,6,8,5,11.6666666666667,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate
1,2,1,1,135,19,19,129.8,1,0,0,1,0,0,18,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,Graduate
1,4,1,1,136,1,1,123.8,1,0,0,1,0,1,19,0,0,8,8,7,13.3142857142857,0,0,8,8,7,13.3142857142857,0,12.7,3.7,-1.7,Graduate
1,2,1,1,132,1,19,126.4,1,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate
1,1,1,1,120,19,37,115.1,0,0,0,1,0,1,18,0,0,6,11,4,12,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled
1,1,1,1,144,37,37,138.4,0,0,0,1,0,0,18,0,0,6,7,6,13.4285714285714,0,0,6,7,6,14.1428571428571,0,13.9,-0.3,0.79,Graduate
1,1,1,1,129,1,37,118.2,1,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,8,5,15.5714285714286,0,10.8,1.4,1.74,Graduate
1,1,1,1,136,38,19,121.7,1,0,0,1,0,0,18,0,0,6,6,2,13,0,0,6,6,0,0,0,12.4,0.5,1.79,Dropout
1,3,1,1,125,1,38,118,0,0,0,1,0,1,18,0,0,6,6,6,14.3333333333333,0,0,6,7,6,14,0,11.1,0.6,2.02,Enrolled
1,1,1,1,125,1,38,119.8,0,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,1,1,154,1,3,164.9,0,0,0,1,0,0,18,0,0,6,6,6,14,0,0,6,6,6,13.1666666666667,0,10.8,1.4,1.74,Graduate
1,1,1,1,100,1,38,100,1,0,0,1,0,1,20,0,1,2,2,2,12,0,1,6,11,6,12.8333333333333,0,13.9,-0.3,0.79,Graduate
1,1,1,1,124,3,1,121.6,0,0,0,1,0,0,18,0,0,6,9,5,12.3333333333333,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Enrolled
1,4,1,1,126,1,19,120.4,1,0,0,1,0,0,18,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,Graduate
1,6,1,1,124,37,37,117.8,0,0,0,1,0,1,20,0,0,8,8,7,12.7914285714286,1,0,8,8,7,12.7914285714286,1,10.8,1.4,1.74,Graduate
4,1,1,1,150,37,37,110,0,0,0,1,0,0,40,0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,Graduate
1,6,1,1,133,38,38,128.8,1,0,0,1,0,1,18,0,0,7,11,6,11.9944444444444,0,0,8,11,7,12.4314285714286,0,15.5,2.8,-4.06,Graduate
1,5,1,1,126,19,19,116.6,1,0,0,1,0,0,19,0,0,6,9,5,11.6,0,0,6,12,5,12.2,0,13.9,-0.3,0.79,Graduate
1,1,0,40,120,1,19,120,0,0,0,1,0,0,24,0,0,5,5,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,Dropout
1,3,1,1,175,3,38,157.5,1,0,0,1,0,0,19,0,0,6,8,6,13.1666666666667,0,0,6,7,6,13.1666666666667,0,10.8,1.4,1.74,Dropout
1,6,1,1,141,2,1,136.3,1,0,0,1,0,0,19,0,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,Graduate
1,1,1,1,133,1,19,121.5,1,0,0,1,0,1,20,0,0,7,8,6,12.3966666666667,0,0,8,9,7,12.9428571428571,0,11.1,0.6,2.02,Graduate
1,1,1,1,143,38,38,133.9,0,0,0,1,0,0,18,0,0,7,7,7,15.0142857142857,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,Graduate
1,1,1,1,141,1,38,136.8,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,2,1,1,134,19,37,133.5,1,0,0,1,0,0,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,Graduate
1,3,1,1,138,3,3,130,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout
1,1,1,39,140,3,3,140,1,0,0,1,0,0,19,0,0,6,10,6,13,0,0,6,19,5,13,0,12.4,0.5,1.79,Graduate
1,2,1,1,142,37,37,132.7,1,0,0,1,0,1,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,Graduate
1,1,1,1,118,19,19,117.8,0,0,0,1,0,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.6714285714286,0,12.4,0.5,1.79,Graduate
1,2,1,1,131,1,37,126.1,1,0,0,1,0,1,19,0,0,7,7,7,12.4957142857143,0,0,8,9,7,12.2428571428571,0,11.1,0.6,2.02,Dropout
1,1,1,1,130,1,38,120,0,0,0,1,0,0,19,0,0,7,7,6,14.5666666666667,0,0,7,7,6,14.5666666666667,0,7.6,2.6,0.32,Graduate
1,1,1,12,133.1,1,19,100,1,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout
1,1,1,1,130,19,19,116.8,0,0,0,1,0,0,20,0,0,8,8,7,12.6857142857143,0,0,8,8,7,12.6857142857143,0,12.7,3.7,-1.7,Graduate
1,1,1,42,130,1,19,128.3,0,0,1,0,0,0,23,0,5,9,12,7,13.5714285714286,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Dropout
1,1,1,1,133.1,19,19,117,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,0,1,130,37,11,131.5,0,0,0,1,0,0,27,0,0,6,8,5,11,0,0,6,7,6,11.1666666666667,0,11.1,0.6,2.02,Graduate
1,1,1,1,149,19,1,134.8,0,0,0,1,0,0,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,163,19,1,146.6,1,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled
1,1,0,40,130,19,1,130,1,0,1,0,0,0,23,0,7,12,12,11,14,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout
1,6,1,1,145,38,37,127.5,1,0,0,1,0,1,19,0,0,7,7,6,13.4166666666667,0,0,7,7,6,13.4166666666667,0,7.6,2.6,0.32,Graduate
1,1,1,1,130,37,38,123,0,0,0,1,0,0,18,0,0,5,8,5,12.3333333333333,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,Graduate
1,1,1,1,128,1,19,100,1,0,0,1,0,0,20,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,Graduate
1,2,1,1,111,19,19,114.2,1,0,0,1,0,0,18,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,Graduate
1,1,1,1,140,1,1,123.5,1,0,0,1,0,1,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,Graduate
1,1,1,39,140,19,19,144.3,1,0,0,1,0,1,19,0,3,6,7,6,13.1428571428571,0,2,6,6,6,14.3333333333333,0,12.4,0.5,1.79,Graduate
1,1,1,1,145,38,37,142.2,0,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,Enrolled
1,1,1,1,151,3,3,161.9,0,0,0,1,0,0,18,0,0,5,6,4,13.75,0,0,5,8,5,14.8571428571429,0,7.6,2.6,0.32,Graduate
1,1,1,1,132,37,37,135.9,0,0,0,1,0,0,18,0,0,6,11,5,12.4,0,0,6,7,6,13,0,9.4,-0.8,-3.12,Graduate
1,2,1,1,116,19,19,110.1,1,0,0,1,0,0,18,0,0,6,6,6,13.3333333333333,0,0,6,6,6,12,0,11.1,0.6,2.02,Graduate
1,1,1,1,120,19,38,122.5,0,0,0,0,0,0,28,0,11,11,11,11,11.7272727272727,0,8,8,8,8,12,0,15.5,2.8,-4.06,Dropout
1,1,1,1,158,37,37,138.1,1,0,0,1,0,0,19,0,0,6,8,4,12.5,0,0,6,11,1,14,0,7.6,2.6,0.32,Dropout
1,1,1,1,116,3,1,117.3,1,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
1,2,1,1,112,1,37,106.8,1,0,0,1,0,1,19,0,0,7,8,6,13.5333333333333,0,0,8,9,7,13.6142857142857,0,12.4,0.5,1.79,Graduate
1,1,1,1,126,1,19,120.1,0,1,0,1,0,1,20,0,0,6,6,6,13.1666666666667,0,0,6,6,6,12.6666666666667,0,11.1,0.6,2.02,Graduate
1,2,1,1,120,19,19,116.5,1,0,0,1,0,1,19,0,0,6,9,5,13.2,0,0,6,8,5,11,0,12.4,0.5,1.79,Graduate
1,1,1,1,117,5,1,120,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled
1,1,1,1,153,1,19,139.7,1,0,0,1,0,1,19,0,0,7,7,7,13.4285714285714,0,0,7,7,7,14.8571428571429,0,11.1,0.6,2.02,Graduate
1,2,1,1,124,19,1,123.7,1,0,0,1,0,1,18,0,1,6,8,6,12.7142857142857,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate
1,2,1,1,127,3,1,116.5,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,1,126,12,38,122.2,0,0,0,1,0,1,19,0,0,6,6,6,13.6666666666667,0,0,6,9,6,13.6666666666667,0,8.9,1.4,3.51,Graduate
1,1,1,1,133.1,38,19,146,0,0,1,1,0,0,20,0,0,6,6,5,11,0,0,6,6,6,13.1666666666667,0,16.2,0.3,-0.92,Graduate
1,2,1,1,114,1,1,108.8,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.3333333333333,0,13.9,-0.3,0.79,Enrolled
1,1,1,1,133,19,19,133,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
1,1,1,1,130,1,1,123.8,0,0,0,1,0,0,18,0,0,5,7,4,12,0,0,5,6,5,12,0,7.6,2.6,0.32,Graduate
1,3,1,1,127,19,19,120,0,0,0,1,0,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1,3,1,1,143,37,38,126.9,1,0,0,1,0,0,18,0,0,6,14,5,11,0,0,6,6,6,11.6666666666667,0,7.6,2.6,0.32,Graduate
1,4,1,1,130,19,19,121.3,1,0,0,1,0,0,20,0,0,6,12,5,12,0,0,6,8,6,11.5714285714286,0,15.5,2.8,-4.06,Dropout
1,3,1,1,136,19,1,129,1,0,0,1,0,1,19,0,0,7,7,7,13.3085714285714,0,0,8,10,8,12.55,0,12.4,0.5,1.79,Graduate
1,1,1,1,125,37,37,114.9,1,0,1,0,0,0,21,0,0,6,8,3,13.6666666666667,0,0,6,7,3,10.6666666666667,0,15.5,2.8,-4.06,Dropout
1,1,1,3,110,12,3,106.5,1,0,1,0,0,0,20,0,0,6,6,0,0,0,0,6,9,0,0,0,10.8,1.4,1.74,Dropout
1,1,1,1,130,37,38,133.9,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,135,1,4,124.9,0,0,0,1,0,1,20,0,0,6,7,6,12.6666666666667,0,0,6,6,6,12.8333333333333,0,10.8,1.4,1.74,Graduate
1,2,1,1,133,19,37,128.5,1,0,0,1,0,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,Graduate
1,1,1,6,122,19,19,126.2,1,0,0,1,0,0,22,0,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,Dropout
1,1,1,1,122,19,19,121.7,1,0,0,0,0,0,22,0,0,6,0,0,0,0,0,2,2,0,0,2,9.4,-0.8,-3.12,Dropout
1,2,1,1,121,38,38,120,1,0,0,1,0,0,18,0,0,6,10,3,12,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled
1,1,1,1,123,3,19,113.2,0,0,0,1,0,0,21,0,3,10,18,6,11.1666666666667,2,4,10,16,7,10.5714285714286,0,7.6,2.6,0.32,Enrolled
1,1,1,1,128,19,19,120.3,1,0,0,1,0,0,19,0,0,6,12,2,13,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Graduate
1,4,1,1,139,37,38,127.8,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1,2,1,1,124,34,34,123.3,1,0,0,1,0,1,20,0,0,8,8,7,14.9014285714286,1,0,8,8,7,14.9014285714286,1,9.4,-0.8,-3.12,Dropout
1,3,1,1,135,38,19,126.3,1,0,1,1,0,1,18,0,0,7,8,7,12.65,0,0,8,9,8,12.4455555555556,0,15.5,2.8,-4.06,Graduate
1,1,0,42,110,19,37,128.2,0,0,0,0,0,0,22,0,7,12,12,7,11,0,5,5,5,5,10.6,0,8.9,1.4,3.51,Dropout
1,4,1,1,138,19,36,134.9,1,0,0,1,0,0,20,0,0,5,7,4,12.4,0,0,5,9,5,12.6666666666667,0,7.6,2.6,0.32,Graduate
1,1,1,39,140,38,38,140,0,0,0,1,0,0,19,0,0,6,7,6,12,0,0,6,7,6,12.6666666666667,0,12.4,0.5,1.79,Graduate
1,5,1,1,126,1,19,115.5,1,0,0,1,0,1,19,0,0,7,8,7,12.1357142857143,0,0,8,10,7,13.3285714285714,0,12.4,0.5,1.79,Graduate
1,2,1,1,113,38,19,106.7,1,0,0,1,0,1,20,0,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,Enrolled
1,1,0,1,120,38,38,140,0,0,0,1,0,0,25,0,0,5,11,3,10.6666666666667,0,0,5,11,3,11.3333333333333,0,15.5,2.8,-4.06,Enrolled
1,1,1,1,145,19,19,136.6,0,0,0,1,0,1,19,0,0,7,12,6,13.7666666666667,0,0,8,10,7,14.0514285714286,0,15.5,2.8,-4.06,Graduate
1,1,1,1,124,38,37,119.3,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,160,3,38,152,1,0,0,0,0,0,19,0,0,5,5,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
1,1,1,1,138,38,19,144.3,0,0,0,1,0,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.5714285714286,0,13.9,-0.3,0.79,Graduate
1,2,1,1,130,37,37,159,1,0,0,1,0,0,25,0,0,7,11,7,11.8571428571429,0,0,8,21,5,11.7,0,12.4,0.5,1.79,Enrolled
1,1,1,1,127,19,38,129.5,1,0,0,1,0,1,20,0,0,7,7,6,12.3333333333333,0,0,7,7,6,12.3333333333333,0,7.6,2.6,0.32,Graduate
1,1,1,1,170,38,19,140,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled
1,3,1,1,111,1,1,105.4,0,0,0,1,0,0,20,0,0,5,6,5,13.3333333333333,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
1,1,1,1,100,1,19,136,1,0,0,1,0,0,21,0,4,7,9,7,14.3555555555556,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,Graduate
1,1,1,39,160,37,38,160,0,0,1,1,0,1,19,0,0,6,8,6,13,0,0,6,11,5,13,0,15.5,2.8,-4.06,Graduate
1,1,1,1,152,38,37,139.1,0,0,0,1,0,1,19,0,0,6,6,6,12.8333333333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
1,2,1,1,144,37,38,126.9,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13,0,9.4,-0.8,-3.12,Graduate
1,1,1,3,133.8,3,37,184,0,0,0,1,0,0,28,0,0,7,9,7,17.0055555555556,0,1,8,9,8,16.5822222222222,0,15.5,2.8,-4.06,Graduate
1,1,1,1,125,37,38,125,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11,0,10.8,1.4,1.74,Graduate
1,1,1,1,150,37,37,138.5,0,0,0,1,0,1,18,0,0,5,5,5,14,0,0,5,6,5,13.6,0,12.4,0.5,1.79,Graduate
5,5,1,1,143,37,38,133.5,1,0,0,1,0,1,18,0,0,8,8,7,12.1142857142857,0,0,8,8,7,12.1142857142857,0,12.7,3.7,-1.7,Graduate
1,3,1,1,145,19,37,141.5,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,120,1,2,130,1,0,0,1,0,0,22,0,4,8,8,7,13.2857142857143,0,4,8,8,7,13.2857142857143,0,12.7,3.7,-1.7,Graduate
1,1,1,1,138,37,37,131,1,0,0,1,0,0,19,0,0,5,9,4,11,0,0,5,8,3,10.6666666666667,0,12.4,0.5,1.79,Enrolled
1,1,1,1,145,19,1,145,0,0,0,1,0,1,18,0,0,7,7,7,14.0714285714286,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,Graduate
1,1,1,1,122,37,37,114.3,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,39,110,37,37,108.3,0,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11,0,12.4,0.5,1.79,Dropout
1,3,1,1,136,37,38,125.2,1,0,0,1,0,1,18,0,0,6,6,6,14,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate
1,1,1,1,145,1,38,131.7,1,0,0,1,0,1,21,0,0,6,8,6,12.1666666666667,0,0,6,11,3,11.6666666666667,0,10.8,1.4,1.74,Dropout
1,4,1,1,141,38,37,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.2971428571429,0,0,8,8,7,13.2971428571429,0,10.8,1.4,1.74,Graduate
1,1,1,1,149,19,19,147.6,1,0,0,1,0,0,20,0,0,6,14,6,13.9230769230769,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,Graduate
1,6,1,1,130,38,19,125.1,1,0,0,1,0,0,18,0,0,7,11,7,13.37,0,0,8,13,7,12.8333333333333,0,15.5,2.8,-4.06,Graduate
1,6,1,1,121,19,38,123.8,0,0,0,1,0,1,19,0,0,5,5,5,12.4,0,0,5,8,3,11,0,12.7,3.7,-1.7,Enrolled
1,1,1,1,128,1,1,130.8,1,0,0,1,0,0,20,0,0,5,5,4,15,0,0,5,5,4,13.75,0,7.6,2.6,0.32,Dropout
1,1,1,1,152,19,19,154.1,0,0,1,1,0,1,18,0,0,6,6,6,13.3333333333333,0,0,6,7,6,12.5714285714286,0,12.7,3.7,-1.7,Graduate
1,2,1,1,132,37,37,122.6,1,0,0,1,0,1,20,0,0,5,8,3,12,0,0,5,9,4,12.625,0,10.8,1.4,1.74,Enrolled
1,2,0,1,107,19,11,103.5,1,0,0,1,0,0,22,0,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,Graduate
1,1,1,1,131,19,38,132.8,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
1,1,0,1,141,19,38,100,0,0,0,1,0,0,21,0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,Graduate
1,2,1,1,120,1,1,115.8,0,0,0,1,0,0,18,0,0,7,12,6,12,0,0,7,11,6,12.1666666666667,0,13.9,-0.3,0.79,Enrolled
1,1,1,1,148,19,19,133.8,0,0,0,1,0,0,18,0,0,8,8,7,13.4857142857143,0,0,8,8,7,13.4857142857143,0,12.7,3.7,-1.7,Graduate
1,1,1,1,130,12,19,118.5,0,1,0,1,0,1,18,0,0,6,6,6,12,0,0,6,8,6,11.2857142857143,0,8.9,1.4,3.51,Graduate
1,1,1,1,145,37,37,150.3,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
1,3,1,1,112,1,19,107.8,1,0,0,1,0,0,19,0,0,5,7,3,10.3333333333333,0,0,5,11,3,14.4285714285714,0,10.8,1.4,1.74,Enrolled
1,1,1,1,138,38,1,127.5,1,0,0,1,0,0,19,0,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,Enrolled
1,3,1,1,135,1,37,120.5,1,0,0,1,0,0,19,0,0,8,11,7,13.2585714285714,0,0,8,11,7,13.2585714285714,0,10.8,1.4,1.74,Graduate
1,1,1,1,118,1,2,117.3,1,0,0,1,0,0,19,0,0,5,9,4,12.25,0,0,5,10,4,12,0,8.9,1.4,3.51,Enrolled
1,1,1,1,123,38,37,120.6,1,0,0,0,0,0,19,0,0,6,9,3,11.6666666666667,0,0,6,15,1,10,0,10.8,1.4,1.74,Dropout
1,4,1,1,126,38,37,118.7,1,0,0,1,0,1,21,0,0,6,7,6,13.5714285714286,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
1,2,1,1,150,1,37,130.8,0,0,0,1,0,1,20,1,0,6,9,5,11.8,0,0,6,9,5,11.8333333333333,0,15.5,2.8,-4.06,Graduate
1,1,1,1,121,19,19,112.6,1,0,0,1,0,1,20,0,0,5,7,5,14.2,0,0,5,7,5,13.2857142857143,0,11.1,0.6,2.02,Graduate
1,1,0,19,133.1,37,37,117.2,0,0,0,1,0,0,41,0,0,5,8,5,11,0,0,5,6,5,11.8,1,7.6,2.6,0.32,Graduate
4,1,1,40,130,37,37,130,1,0,0,1,0,0,32,0,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,Enrolled
1,3,1,1,139,38,1,131.8,1,0,0,1,0,0,18,0,0,8,8,7,14.6528571428571,0,0,8,8,7,14.6528571428571,0,10.8,1.4,1.74,Graduate
4,1,0,1,160,37,37,97,0,0,0,1,0,1,35,0,0,6,9,6,11.3333333333333,0,0,6,6,6,11.3333333333333,0,15.5,2.8,-4.06,Graduate
1,1,1,1,110,37,37,130,0,0,1,0,0,0,32,0,0,7,12,4,13.7,0,0,7,7,0,0,0,16.2,0.3,-0.92,Dropout
1,1,0,40,140,19,37,148,0,0,0,1,0,0,37,0,7,11,11,11,13.7272727272727,0,4,8,8,8,14.75,0,12.4,0.5,1.79,Graduate
2,2,1,3,130,3,37,103.4,0,0,0,1,0,0,30,0,4,7,9,7,11.75,0,3,8,12,7,11.1428571428571,0,12.7,3.7,-1.7,Dropout
1,2,1,1,132,19,19,127.1,0,0,0,1,1,0,23,0,0,6,9,6,12.3333333333333,0,0,6,11,5,13,0,7.6,2.6,0.32,Graduate
