,Unnamed: 0,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
38,38,"YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",74.1,105,4.86,1.41,1.03,18.6,0.0,2.9,152.0,0.07,16.0,133.0,194.0,58.0,0.82,0.08,0.065,3.1,0.7,0.041,0.18,0.105,0.544,0.045,10.0,0.0,10.0,10.0,15.2,0.52,443.0,131.0,131.0,0.0,4.0,0.0,0.0,0.0,0.06,0.0,1.0,1.2,0.909,0.387,0.04,6.0
308,308,"MELONS,HONEYDEW,RAW",89.82,36,0.54,0.14,0.41,9.09,0.8,8.12,6.0,0.17,10.0,11.0,228.0,18.0,0.09,0.024,0.027,0.7,18.0,0.038,0.012,0.418,0.155,0.088,19.0,0.0,19.0,19.0,7.6,0.0,50.0,3.0,0.0,0.0,30.0,0.0,0.0,27.0,0.02,0.0,0.0,2.9,0.038,0.003,0.059,0.0
169,169,"TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD",57.94,244,26.59,14.38,0.93,0.16,0.0,0.0,33.0,2.19,22.0,189.0,260.0,73.0,3.92,0.142,0.023,37.8,0.0,0.054,0.224,3.446,1.073,0.3,8.0,0.0,8.0,8.0,67.6,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,1.0,4.5,4.18,5.0,3.7,91.0
146,146,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD",65.12,204,25.32,10.64,0.82,0.0,0.0,0.0,11.0,1.33,20.0,141.0,184.0,76.0,2.65,0.071,0.019,17.0,0.0,0.05,0.19,4.204,0.858,0.19,7.0,0.0,7.0,7.0,59.2,0.22,91.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,5.0,4.0,2.91,4.07,2.38,83.0
734,734,"ICE CREAMS,VANILLA,LT",59.85,180,4.78,4.83,1.07,29.46,0.3,22.12,161.0,0.19,14.0,103.0,208.0,74.0,0.73,0.017,0.005,2.0,1.2,0.053,0.255,0.136,0.481,0.045,6.0,0.0,6.0,6.0,26.0,0.47,448.0,128.0,127.0,0.0,14.0,0.0,0.0,0.0,0.12,0.1,4.0,0.4,2.927,1.281,0.219,27.0
728,728,"PIE,PEACH",54.4,224,1.9,10.0,0.8,32.9,0.8,16.23,8.0,0.5,6.0,22.0,125.0,217.0,0.09,0.053,0.152,1.3,0.9,0.061,0.033,0.2,0.114,0.023,29.0,25.0,4.0,46.0,7.2,0.0,140.0,10.0,4.0,0.0,64.0,25.0,0.0,15.0,0.94,0.0,0.0,3.3,1.508,4.241,3.749,0.0
786,786,"FAST FOODS,SUB,SWT ONION CHICK WIT BRD W/ LTTC,TMT SWT ONION",62.4,155,10.91,2.37,1.78,22.54,1.2,6.06,142.0,1.52,23.0,139.0,285.0,305.0,0.64,0.071,0.282,15.4,1.1,0.273,0.213,5.063,0.655,0.282,58.0,34.0,23.0,82.0,22.9,0.11,56.0,3.0,0.0,0.0,33.0,0.0,208.0,87.0,0.38,0.0,1.0,4.2,0.505,0.642,0.831,22.0
409,409,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND WO/SALT",91.42,28,1.49,0.17,0.47,6.45,3.0,1.88,42.0,0.66,19.0,29.0,159.0,1.0,0.24,0.059,0.288,0.4,4.1,0.035,0.09,0.383,0.049,0.06,23.0,0.0,23.0,23.0,13.5,0.0,419.0,21.0,0.0,55.0,224.0,0.0,0.0,508.0,0.04,0.0,0.0,38.1,0.044,0.008,0.083,0.0
18,18,"MILK,CHOC,FLUID,COMM,WHL,W/ ADDED VIT A & VITAMIN D",82.3,83,3.17,3.39,0.8,10.34,0.8,9.54,112.0,0.24,13.0,101.0,167.0,60.0,0.41,0.065,0.077,1.9,0.9,0.037,0.162,0.125,0.295,0.04,5.0,0.0,5.0,5.0,17.0,0.33,98.0,27.0,26.0,0.0,7.0,0.0,0.0,0.0,0.07,1.3,51.0,0.3,2.104,0.99,0.124,12.0
209,209,"SOUP,CHICK NOODLE,CND,COND",88.2,48,2.37,1.55,1.81,6.07,0.9,0.0,6.0,0.67,8.0,38.0,48.0,681.0,0.28,0.027,0.098,6.3,0.0,0.079,0.07,1.222,0.107,0.042,14.0,10.0,5.0,21.0,11.2,0.12,410.0,22.0,2.0,0.0,243.0,0.0,0.0,7.0,0.05,0.0,0.0,0.0,0.389,0.536,0.339,8.0
907,907,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",72.51,139,21.96,5.05,1.02,0.0,0.0,0.0,15.0,2.02,23.0,201.0,332.0,74.0,5.48,0.091,0.015,24.5,0.0,0.077,0.168,5.221,0.654,0.489,13.0,0.0,13.0,13.0,91.7,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.1,3.0,1.2,1.875,2.119,0.232,65.0
886,886,"BEEF,COMP OF RTL CUTS,LN & FAT,0"" FAT,CHOIC,RAW",68.0,176,21.34,10.08,1.01,0.06,0.0,0.0,13.0,2.07,17.0,194.0,306.0,61.0,4.82,0.071,0.007,23.2,0.0,0.071,0.192,5.513,0.484,0.524,4.0,0.0,4.0,4.0,62.8,2.32,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,2.0,1.4,4.122,4.683,0.563,66.0
236,236,"SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME H2O",92.38,36,1.11,2.07,1.18,3.27,0.1,0.24,9.0,0.21,4.0,13.0,24.0,391.0,0.3,0.055,0.15,2.3,0.0,0.008,0.011,0.17,0.055,0.015,2.0,0.0,2.0,2.0,3.4,0.24,63.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.595,0.075,7.0
546,546,"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",62.98,183,30.55,5.79,1.31,0.0,0.0,0.0,20.0,1.96,26.0,244.0,393.0,64.0,5.71,0.091,0.011,35.8,0.0,0.083,0.155,8.741,0.601,0.656,10.0,0.0,10.0,10.0,116.3,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.1,4.0,1.4,2.205,2.31,0.213,82.0
324,324,"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS",83.0,63,0.37,0.1,0.25,16.28,0.9,15.35,9.0,0.86,5.0,13.0,93.0,20.0,0.08,0.038,0.032,0.0,0.4,0.016,0.039,0.297,0.072,0.027,3.0,0.0,3.0,3.0,1.3,0.0,231.0,12.0,0.0,0.0,127.0,23.0,0.0,49.0,0.18,0.0,0.0,4.3,0.008,0.069,0.023,0.0
325,325,"POMEGRANATES,RAW",77.93,83,1.67,1.17,0.53,18.7,4.0,13.67,10.0,0.3,12.0,36.0,236.0,3.0,0.35,0.158,0.119,0.5,10.2,0.067,0.053,0.293,0.377,0.075,38.0,0.0,38.0,38.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,16.4,0.12,0.093,0.079,0.0
95,95,"INF FORMULA, MEAD JOHN, ENFAMIL LIPIL,W/ IRON,RTF,W/ AR & DH",88.35,64,1.38,3.5,0.32,7.1,0.0,7.1,51.0,1.18,5.0,35.0,71.0,18.0,0.66,0.05,0.01,1.8,7.9,0.052,0.092,0.66,0.33,0.04,11.0,11.0,0.0,18.0,8.0,0.19,193.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.87,1.0,40.0,5.2,1.453,1.255,0.67,1.0
193,193,"TURKEY,DK MEAT,MEAT ONLY,W/ ADDED SOLN,CKD,RSTD",66.85,158,26.1,6.0,1.24,0.0,0.0,0.0,16.0,1.07,24.0,208.0,227.0,201.0,3.4,0.128,0.017,31.4,0.0,0.056,0.335,6.827,1.015,0.435,8.0,0.0,8.0,8.0,90.3,1.65,18.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.3,10.0,0.0,1.807,2.061,1.662,105.0
81,81,"BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",79.0,83,0.9,0.22,0.57,19.31,1.4,12.76,5.0,0.3,25.0,19.0,233.0,2.0,0.1,0.08,0.082,0.6,13.9,0.01,0.03,0.55,0.145,0.29,5.0,0.0,5.0,5.0,7.1,0.0,56.0,3.0,0.0,15.0,23.0,6.0,0.0,10.0,0.08,0.0,0.0,0.6,0.106,0.028,0.085,0.0
226,226,"SPLIT PEA W/ HAM SOUP,CND,RED NA,PREP W/ H2O OR RTS",82.8,68,4.0,0.7,1.0,11.4,1.9,1.57,16.0,0.7,14.0,54.0,204.0,196.0,0.49,0.1,0.198,0.3,1.0,0.083,0.038,0.695,0.25,0.048,29.0,0.0,29.0,29.0,22.3,0.03,415.0,21.0,0.0,90.0,201.0,5.0,0.0,18.0,0.06,0.0,0.0,2.6,0.294,0.282,0.135,3.0
874,874,"BEEF,LON,TP LON STK,BNLSS,LIP-ON,LN,1/8"" FAT,CHC,CKD,GRILLD",60.58,208,28.66,10.34,1.13,0.0,0.0,0.0,13.0,2.58,22.0,226.0,293.0,56.0,4.66,0.071,0.003,26.9,0.0,0.06,0.212,7.46,0.32,0.714,7.0,0.0,7.0,7.0,68.9,1.88,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,4.0,1.6,3.917,4.59,0.545,80.0
593,593,"BEVERAGES,CARB,SPRITE,LEMON-LIME,WO/ CAFFEINE",89.78,40,0.05,0.02,0.01,10.14,0.0,8.98,2.0,0.11,1.0,0.0,1.0,9.0,0.04,0.001,0.002,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,459,"POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,OVEN HTD",64.44,158,2.75,5.48,1.77,25.55,2.0,0.37,12.0,0.57,24.0,87.0,478.0,324.0,0.35,0.104,0.154,0.4,8.6,0.13,0.032,2.077,0.463,0.261,23.0,0.0,23.0,23.0,23.7,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.39,0.0,0.0,7.4,0.848,1.874,1.502,0.0
48,48,"YOGURT,GREEK,PLN,NONFAT",85.1,59,10.19,0.39,0.72,3.6,0.0,3.24,110.0,0.07,11.0,135.0,141.0,36.0,0.52,0.017,0.009,9.7,0.0,0.023,0.278,0.208,0.331,0.063,7.0,0.0,7.0,7.0,15.1,0.75,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.117,0.053,0.012,5.0
590,590,"BEVERAGES,CARB,GINGER ALE",91.23,34,0.0,0.0,0.01,8.76,0.0,8.9,3.0,0.18,1.0,0.0,1.0,7.0,0.05,0.018,0.013,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,771,"NOODLES,EGG,UNENR,CKD,WO/ ADDED SALT",67.73,138,4.54,2.07,0.5,25.16,1.2,0.4,12.0,0.6,21.0,76.0,38.0,5.0,0.65,0.098,0.315,23.9,0.0,0.03,0.02,0.4,0.263,0.046,7.0,0.0,7.0,7.0,25.7,0.09,21.0,6.0,6.0,0.0,1.0,0.0,0.0,38.0,0.17,0.1,4.0,0.0,0.419,0.581,0.552,29.0
261,261,"CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,PREP W/ H2O",78.44,88,1.98,0.95,0.72,17.91,1.3,8.71,56.0,2.21,19.0,64.0,85.0,111.0,0.42,0.074,0.466,1.6,0.1,0.179,0.152,2.343,0.188,0.253,50.0,45.0,5.0,82.0,6.0,0.0,460.0,138.0,138.0,0.0,0.0,0.0,0.0,24.0,0.09,0.0,0.0,0.5,0.15,0.283,0.299,0.0
393,393,"PORK,GROUND,84% LN / 16% FAT,CKD,CRUMBLES",51.35,289,26.69,20.04,1.34,0.58,0.0,0.0,20.0,1.1,23.0,226.0,354.0,89.0,2.57,0.04,0.013,42.4,0.0,0.421,0.486,9.286,0.915,0.613,1.0,0.0,1.0,1.0,89.7,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.5,20.0,0.0,6.631,9.021,2.549,89.0
462,462,"RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT",95.04,17,0.67,0.24,0.62,3.43,1.6,1.83,17.0,0.15,9.0,24.0,285.0,13.0,0.13,0.101,0.033,0.7,15.1,0.0,0.023,0.15,0.114,0.038,17.0,0.0,17.0,17.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.073,0.04,0.108,0.0
433,433,"ONIONS,RAW",89.11,40,1.1,0.1,0.35,9.34,1.7,4.24,23.0,0.21,10.0,29.0,146.0,4.0,0.17,0.039,0.129,0.5,7.4,0.046,0.027,0.116,0.123,0.12,19.0,0.0,19.0,19.0,6.1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.02,0.0,0.0,0.4,0.042,0.013,0.017,0.0
595,595,"BEVERAGES,CARB,COLA,WO/ CAFFEINE",89.62,41,0.0,0.0,0.06,10.58,0.0,10.58,2.0,0.02,0.0,11.0,3.0,4.0,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,823,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,RAW",69.93,154,21.85,7.41,0.98,0.0,0.0,0.0,6.0,1.94,23.0,156.0,276.0,56.0,5.67,0.076,0.075,27.3,0.0,0.115,0.271,5.555,0.53,0.467,4.0,0.0,4.0,4.0,48.7,1.87,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,3.0,1.5,2.759,3.277,0.439,66.0
12,12,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED VIT A & VITAMIN D",89.21,50,3.3,1.98,0.71,4.8,0.0,5.06,120.0,0.02,11.0,92.0,140.0,47.0,0.48,0.006,0.014,2.5,0.2,0.039,0.185,0.092,0.356,0.038,5.0,0.0,5.0,5.0,16.4,0.53,190.0,55.0,55.0,0.0,4.0,0.0,0.0,0.0,0.03,1.2,49.0,0.2,1.257,0.56,0.073,8.0
730,730,"ROLLS,DINNER,WHEAT",37.0,273,8.6,6.3,2.1,46.0,3.8,1.63,176.0,3.55,36.0,104.0,115.0,524.0,0.9,0.15,1.023,33.0,0.0,0.433,0.273,4.072,0.364,0.076,60.0,45.0,15.0,92.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.36,0.0,0.0,2.7,1.497,3.109,1.107,0.0
572,572,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",58.36,243,26.96,14.23,1.11,0.0,0.0,0.0,20.0,1.73,22.0,209.0,336.0,56.0,4.87,0.081,0.009,29.2,0.0,0.073,0.13,7.176,0.531,0.564,8.0,0.0,8.0,8.0,102.7,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.2,9.0,1.6,5.603,5.93,0.547,92.0
385,385,"PORK,CURED,HAM,SHANK,BONE-IN,LN & FAT,HTD,RSTD",63.67,191,24.39,9.35,2.8,0.64,0.0,0.64,7.0,1.42,22.0,257.0,356.0,810.0,2.59,0.158,0.026,23.4,0.0,0.46,0.298,6.885,0.648,0.44,1.0,0.0,1.0,1.0,93.5,0.58,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,39.0,0.0,3.018,4.082,1.288,70.0
484,484,"YAMBEAN (JICAMA),RAW",90.07,38,0.72,0.09,0.3,8.82,4.9,1.8,12.0,0.6,12.0,18.0,150.0,4.0,0.16,0.048,0.06,0.7,20.2,0.02,0.029,0.2,0.135,0.042,12.0,0.0,12.0,12.0,13.6,0.0,21.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.46,0.0,0.0,0.3,0.021,0.005,0.043,0.0
458,458,"POTATOES,FRZ,WHL,UNPREP",79.3,78,2.38,0.16,0.69,17.47,1.2,0.78,8.0,1.01,13.0,32.0,346.0,25.0,0.3,0.094,0.223,0.3,14.2,0.154,0.031,1.68,0.374,0.256,13.0,0.0,13.0,13.0,12.2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.01,0.0,0.0,1.9,0.041,0.003,0.067,0.0
494,494,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",94.68,15,0.8,0.1,0.92,3.5,1.5,0.62,24.0,0.9,13.0,19.0,98.0,259.0,0.2,0.07,0.335,0.2,3.4,0.025,0.051,0.2,0.106,0.03,18.0,0.0,18.0,18.0,11.8,0.0,83.0,4.0,0.0,0.0,50.0,0.0,0.0,363.0,0.03,0.0,0.0,31.2,0.023,0.004,0.052,0.0
710,710,"BREAD,OAT BRAN,TOASTED",38.5,259,11.4,4.8,1.6,43.7,4.9,8.46,71.0,3.43,34.0,116.0,123.0,387.0,1.05,0.128,0.76,33.0,0.0,0.443,0.343,4.778,0.114,0.04,69.0,50.0,19.0,104.0,16.1,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,48.0,0.48,0.0,0.0,1.3,0.766,1.748,1.861,0.0
43,43,"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ,FORT W/ VIT D",79.0,85,4.93,1.25,1.02,13.8,0.0,13.8,171.0,0.07,16.0,135.0,219.0,66.0,0.83,0.013,0.004,4.9,0.8,0.042,0.201,0.107,0.552,0.045,11.0,0.0,11.0,11.0,15.2,0.53,43.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.02,1.2,47.0,0.1,0.806,0.343,0.036,5.0
436,436,"ONIONS,FRZ,WHL,UNPREP",90.22,35,0.89,0.06,0.38,8.45,1.7,3.81,36.0,0.46,10.0,23.0,142.0,10.0,0.12,0.05,0.125,0.4,8.0,0.026,0.024,0.175,0.099,0.093,21.0,0.0,21.0,21.0,5.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.02,0.0,0.0,0.4,0.011,0.009,0.025,0.0
17,17,"MILK,LO NA,FLUID",88.2,61,3.1,3.46,0.78,4.46,0.0,4.46,101.0,0.05,5.0,86.0,253.0,3.0,0.38,0.01,0.004,2.0,0.9,0.02,0.105,0.043,0.304,0.034,5.0,0.0,5.0,5.0,16.0,0.36,105.0,29.0,28.0,0.0,7.0,0.0,0.0,0.0,0.08,1.3,51.0,0.3,2.154,0.999,0.128,14.0
61,61,"VINEGAR,CIDER",93.81,21,0.0,0.0,0.17,0.93,0.0,0.4,7.0,0.2,5.0,8.0,73.0,5.0,0.04,0.008,0.249,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD",53.52,300,25.95,20.97,0.92,0.0,0.0,0.0,21.0,1.42,20.0,154.0,210.0,87.0,2.25,0.076,0.022,22.5,0.0,0.061,0.195,6.718,1.012,0.27,6.0,0.0,6.0,6.0,62.3,0.27,348.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,2.0,4.9,5.82,8.29,4.62,88.0
283,283,"BOYSENBERRIES,FRZ,UNSWTND",85.9,50,1.1,0.26,0.54,12.19,5.3,6.89,27.0,0.85,16.0,27.0,139.0,1.0,0.22,0.08,0.547,0.2,3.1,0.053,0.037,0.767,0.25,0.056,63.0,0.0,63.0,63.0,10.2,0.0,67.0,3.0,0.0,0.0,40.0,0.0,0.0,118.0,0.87,0.0,0.0,7.8,0.009,0.025,0.148,0.0
390,390,"PORK,FRSH,SHDR,(BSTN BT),BLDE(STKS),LN&FT,WADDEDSLN,CKD,BRSD",56.13,263,25.84,16.94,1.19,0.03,0.0,0.0,27.0,1.72,20.0,227.0,370.0,151.0,4.48,0.192,0.012,42.3,0.0,0.406,0.357,3.61,1.329,0.463,0.0,0.0,0.0,0.0,106.2,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.1,44.0,0.0,6.288,7.613,2.006,97.0
105,105,"INF FORMULA, ABB NUTR, SIMI,SENS (LACT FRE) RTF,W/ ARA & DHA",87.0,68,1.48,3.74,0.75,7.4,0.0,7.4,58.0,1.24,3.0,39.0,74.0,21.0,0.52,0.06,0.003,1.2,6.0,0.069,0.104,0.726,0.311,0.042,10.0,10.0,0.0,18.0,11.1,0.17,208.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.93,1.0,40.0,5.5,2.43,0.384,0.832,2.0
344,344,"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",67.64,194,19.56,12.27,1.0,0.0,0.0,0.0,35.0,0.66,17.0,207.0,288.0,69.0,2.56,0.082,0.008,29.4,0.0,0.499,0.314,6.704,1.046,0.427,0.0,0.0,0.0,0.0,67.2,0.55,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.21,0.7,29.0,0.0,4.27,4.913,1.941,63.0
262,262,"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,W/ SALT",82.93,71,1.71,0.46,0.15,14.76,0.8,0.12,1.0,0.57,7.0,20.0,27.0,223.0,0.18,0.0,0.037,3.1,0.0,0.086,0.058,0.799,0.046,0.046,28.0,14.0,14.0,38.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.066,0.064,0.165,0.0
701,701,"GAME MEAT,DEER,GROUND,RAW",71.15,157,21.78,7.13,0.88,0.0,0.0,0.0,11.0,2.92,21.0,201.0,330.0,75.0,4.2,0.14,0.014,10.0,0.0,0.547,0.287,5.7,0.69,0.464,4.0,0.0,4.0,4.0,87.9,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,1.2,3.361,1.344,0.394,80.0
865,865,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",64.96,162,30.09,3.77,1.29,0.0,0.0,0.0,16.0,2.89,15.0,272.0,387.0,67.0,4.57,0.059,0.005,27.4,0.0,0.079,0.291,7.978,0.442,0.784,5.0,0.0,5.0,5.0,80.1,2.03,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.0,1.9,1.383,1.594,0.275,77.0
68,68,"BABYFOOD,MEAT,LAMB,STR",81.06,87,14.07,3.41,0.6,0.85,0.0,0.0,7.0,1.19,13.0,104.0,193.0,43.0,2.43,0.148,0.037,2.2,1.2,0.02,0.174,2.908,0.112,0.037,0.0,0.0,0.0,0.0,54.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,4.0,0.6,1.65,1.27,0.31,36.0
245,245,"SOUP,CRM OF CHICK,CND,COND,RED NA",85.8,58,1.8,1.3,1.5,9.5,0.4,0.39,11.0,0.2,2.0,23.0,272.0,357.0,0.13,0.034,0.055,6.3,0.0,0.005,0.022,0.637,0.04,0.012,4.0,0.0,4.0,4.0,8.5,0.05,432.0,25.0,4.0,94.0,205.0,0.0,0.0,7.0,0.08,0.0,0.0,0.7,0.5,0.4,0.4,6.0
644,644,"COD,ATLANTIC,RAW",81.22,82,17.81,0.67,1.16,0.0,0.0,0.0,16.0,0.38,32.0,203.0,413.0,54.0,0.45,0.028,0.015,33.1,1.0,0.076,0.065,2.063,0.153,0.245,7.0,0.0,7.0,7.0,65.2,0.91,40.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.64,0.9,36.0,0.1,0.131,0.094,0.231,43.0
149,149,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",67.3,214,16.37,15.95,0.81,0.17,0.0,0.0,9.0,0.69,19.0,155.0,203.0,84.0,1.47,0.054,0.016,18.0,0.2,0.073,0.141,4.733,0.994,0.318,4.0,0.0,4.0,4.0,41.6,0.56,92.0,28.0,28.0,0.0,0.0,0.0,0.0,91.0,0.22,0.1,2.0,2.3,4.366,6.619,3.352,93.0
289,289,"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS",84.95,54,0.91,0.02,0.31,13.81,1.5,12.31,14.0,0.58,12.0,22.0,131.0,3.0,0.1,0.073,0.061,0.0,2.5,0.018,0.024,0.406,0.127,0.03,4.0,0.0,4.0,4.0,4.7,0.0,125.0,6.0,0.0,0.0,75.0,0.0,0.0,57.0,0.23,0.0,0.0,1.4,0.004,0.005,0.006,0.0
538,538,"BEEF,SHRT LN,T-BONE STK,BN-IN,LN,1/8"" FAT,CHOIC,CKD,GRILLD",60.6,217,27.48,11.05,1.02,0.0,0.0,0.0,19.0,3.57,20.0,210.0,280.0,68.0,4.69,0.079,0.004,30.4,0.0,0.057,0.27,6.292,0.307,0.758,7.0,0.0,7.0,7.0,66.1,1.89,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,3.0,1.5,4.6,5.159,0.583,81.0
454,454,"POTATOES,HASH BROWN,FRZ,PLN,PREP,PAN FRIED IN CANOLA OIL",55.95,219,2.65,11.59,1.3,28.51,3.2,0.27,17.0,0.54,28.0,79.0,496.0,15.0,0.38,0.115,0.184,0.5,6.7,0.134,0.033,2.314,0.574,0.236,16.0,0.0,16.0,16.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,18.1,0.934,7.295,2.785,0.0
87,87,"BABYFOOD,APPLS W/HAM,STR",85.3,62,2.6,0.9,0.3,10.9,1.8,7.98,4.0,0.3,7.0,34.0,120.0,9.0,0.4,0.04,0.02,4.6,0.1,0.06,0.06,0.73,0.097,0.07,2.0,0.0,2.0,2.0,11.8,0.02,6.0,0.0,0.0,0.0,3.0,2.0,0.0,14.0,0.07,0.1,3.0,0.5,0.25,0.36,0.111,8.0
19,19,"MILK,CHOC,FLUID,COMM,RED FAT",82.17,76,2.99,1.9,0.81,12.13,0.7,9.55,109.0,0.24,14.0,102.0,169.0,66.0,0.39,0.075,0.062,3.4,0.0,0.045,0.183,0.164,0.539,0.024,2.0,0.0,2.0,2.0,17.1,0.33,227.0,64.0,63.0,0.0,11.0,0.0,0.0,0.0,0.04,1.2,49.0,0.2,1.177,0.455,0.089,8.0
