mol_id,log(IGC50-1),MWt,MolVol,VMcGowan,N_Atoms,N_Carbon,N_Ntrgen,N_Oxygen,N_Sulfur,N_Fluorn,N_Chlorn,N_Bromin,N_Iodine,N_Halogen,N_Bonds,N_FrRotB,F_SgleB,F_DbleB,F_TpleB,F_AromB,F_AFRBWF,N_Rings,N_AromR,N_AlipR,N_Pisyms,N_IsolLP,Herndon,X0,X1,X2,Kappa1,Kappa2,Kappa3,Wiener,T_RDmtr,Blbn_J,Blbn_MSD,SsCH3,SssCH2,SsssCH,SssssC,SdCH2,SdsCH,SdssC,SaaCH,SaasC,SaaaC,StCH,SddC,StsC,SsNH2,SssNH,SsssN,SdsN,SaaN,SddsN,StN,SsOH,SssO,SsO-,SdO,SddssS,SsSH,SssS,SdssS,SdS,SaaS,SsF,SsCl,SsBr,SsI,SHsOH,SHsNH2,SHssNH,SHsSH,SHCH_321,SHdCH2,SHdsCH,SHaaCH,SHtCH,AlHdrxl_-OH,ArHdrxl_-OH,Carbonyl_C=O,Ether___-O-,PriAmine_-NH2,PriAmAli_-NH2,PriAmAro_-NH2,SecAmine_>NH,TerAmine_>N-,ArNitrog_=N-,Nitrile_C#N,Thiol___-SH,Sulfide_-S-,Oxime___=N-O-,Hdrzine_>N-N<,Sulfoxde_>S=O,Nitro___-NO2,Sulfone_>S(=O)=O,Sulfite_-SO3<,Sulfate_-OSO3,AlCbxyl_-COOH,Ester___C(=O)OC,Amide___C(=O)N<,Thioamd_C(=S)N<,Isothcnt_-N=C=S,Carbmte_>NC(=O)O<,M_CX,M_NO,M_PRX,M_UB,M_HB,M_POL,M_RNG,M_NO2,M_NCS,H_AlAlco,H_AlAcid,H_Phenol,H_AlPyri,H_Nitrle,H_Nitro,H_MultiN,T_Rgrav,T_Rgeom,T_Radmax,T_Dipole,T_PSA,T_Grav3,IHB,PHB,HBD,HBA,HBDo,HBAo,HBDn,HBAn,HBDch,HBAch,HBDoch,HBAoch,HBDnch,HBAnch,ABSQ,ABSQon,MaxQ,MinQ,NPA_ABSQ,NPA_AQon,NPA_AQh,NPA_AQc,NPA_MaxQ,NPA_MinQ,NPA_Q1,NPA_Q2,NPA_Q3,NPA_Q4,NPA_Q5,NPA_Q6,EEM_AFon,EEM_AFc,EEM_AFpl,EEM_AFnp,EEM_MaxF,EEM_XFon,EEM_NFon,EEM_XFh,EEM_XFc,EEM_NFc,EEM_XFpl,EEM_NFpl,EEM_XFnp,EEM_NFnp,EEM_F1,EEM_F2,EEM_F3,EEM_F4,EEM_F5,EEM_F6,Pi_ABSQ,Pi_AQo,Pi_AQn,Pi_AQc,Pi_MaxQ,Pi_MinQ,Pi_Q1,Pi_Q2,Pi_Q3,Pi_Q4,Pi_Q5,Pi_Q6,Pi_AFPlc,Pi_AFMic,Pi_MaxFPl,Pi_MaxFMi,Pi_FPl1,Pi_FPl2,Pi_FPl3,Pi_FPl4,Pi_FPl5,Pi_FPl6,Pi_FMi1,Pi_FMi2,Pi_FMi3,Pi_FMi4,Pi_FMi5,Pi_FMi6,EqualChi,EqualEta,Elephity,N_Electr,PolarizG,PolarizM,N_IoAcAt,N_IoBaAt,FAnion,FCation,FUnion,FZwitter,QAvgNeg,QAvgPos,F_NLP,F_HBP
mol_389,-0.26,162.29566,210,257.32,10,8,0,1,1,0,0,0,0,0,9,6,0.888888889,0.111111111,0,0,0.3,0,0,0,0,1,0,7.819990956,4.808060412,3.389628766,10,7.111111111,7,149,0.8,2.998419094,3.797660098,4.271866497,6.398195232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07194444,0,0,0,0,-0.519783951,0,0,0,0,0,0,0,0,0,0,3.85114103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.413286271,2.547547841,4.05558428,1.572358001,36.28,13.78823397,0,0,0,1,0,1,0,0,0,-0.91317699,0,-0.91317699,0,0,1.065613134,0.16393819,3.94E-002,-0.16393819,9.43E+00,0.91317699,3.623971569,3.800905607,1.090111028,-0.91317699,-1.028911956,-0.103767989,0.124561774,-0.852650721,2.404300506,-1.787343726,3.52E-002,0.471249897,3.52E-02,0.717288197,2.46E-01,3.52E-002,3.52E-002,1.46E-02,8.42E-02,3.16E-02,3.52E-02,3.52E-02,2.46E-01,3.16E-02,4.51E-002,8.29E-02,8.02E-02,8.60E-02,5.20E-02,3.29E-02,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.583706461,0.495597337,31.45474712,90,21.97741541,18.1656484,0,0,0,0,1,0,0,0,0.2,0
mol_390,0.09,166.24038,182,214.64,10,6,0,3,1,0,0,0,0,0,9,6,0.888888889,0.111111111,0,0,0.3,0,0,0,0,3,0,7.819990956,4.808060412,3.389628766,10,7.111111111,7,149,0.8,2.998419094,3.797660098,3.910755385,2.717361898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.486388889,10.6275,0,0,0,0,-1.519783951,0,0,0,0,0,0,0,0,0,0,3.704029919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2.388755632,2.547547841,4.054684751,1.490117423,54.74,14.09991752,0,0,0,3,0,3,0,0,0,-2.477002863,0,-2.477002863,0,0,1.69529561,0.660902025,0.233122801,-0.279037353,9.40206023,2.477002863,2.782887708,2.224027252,1.918142407,-0.943261811,-4.013745372,0.399586381,0.868287984,-1.240564203,3.069616662,-2.043770475,5.46E-002,0.467460776,5.46E-02,0.787662834,3.20E-01,3.51E-002,-9.75E-003,1.45E-02,8.87E-02,6.08E-02,3.51E-02,-9.75E-03,3.20E-01,6.08E-02,2.44E-002,8.50E-02,7.52E-02,8.84E-02,4.72E-02,2.99E-02,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.544450643,0.523296243,29.37239982,90,18.266658,15.83402778,0,0,0,0,1,0,0,0,0.6,0
mol_391,-0.7,154.1857,147,166.09,9,4,0,4,1,0,0,0,0,0,8,4,0.75,0.25,0,0,0.277777778,0,0,0,0,4,0,7.328427125,4.121320344,3.664213562,9,3.92,4.5,96,0.666666667,3.431051277,2.972092417,3.159861111,0.226851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.439444444,20.77222222,0,-3.681712963,0,0,0,0,0,0,0,0,0,0,0,0,0,2.900157092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1.837966355,1.981394944,3.12492801,2.193277302,52.6,14.29747925,0,0,0,4,0,4,0,0,0,-3.457539408,0,-3.457539408,0,0,1.587440549,0.714415608,0.28310305,-0.268114382,9.515284374,3.457539408,2.05077746,1.300102779,2.706864727,-0.945316169,-9.150816685,3.770109132,-1.004027597,4.313662404,-3.315799046,-6.61E-002,0.109091748,4.13E-01,0.109091748,0.770448526,0.357687293,4.32E-002,-1.14E-002,1.70E-02,1.07E-01,0.099797615,4.32E-002,-1.14E-002,3.58E-01,9.98E-02,4.18E-002,8.52E-002,1.18E-01,6.60E-02,0.03540766,2.95E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.039588871,0.631816171,28.86649268,82,14.32657395,12.93505639,0,0,0,0,1,0,0,0,0.888888889,0
mol_392,0.62,210.29386,231,274.93,13,8,0,4,1,0,0,0,0,0,12,8,0.833333333,0.166666667,0,0,0.269230769,0,0,0,0,4,0,10.15685425,6.121320344,5.078427125,13,7.408163265,8.333333333,304,0.769230769,3.418702105,4.49501148,3.93237922,3.705964506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.132891156,21.8714966,0,-3.726064815,0,0,0,0,0,0,0,0,0,0,0,0,0,5.093741285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2.894317848,3.05375896,5.088453122,3.116891448,52.6,15.48029723,0,0,0,4,0,4,0,0,0,-3.471304724,0,-3.471304724,0,0,2.013518134,0.713835164,0.283122613,-0.267824499,12.61105663,3.471304724,3.652392591,2.834223592,2.653135725,-0.95199553,-8.284251944,2.553905633,0.538285911,0.623287982,-1.586026736,4.201477171,7.51E-002,0.496168809,7.51E-02,0.742912323,2.47E-01,2.98E-002,-7.71E-003,1.22E-02,7.42E-02,5.10E-02,2.98E-02,-7.71E-03,2.47E-01,5.10E-02,3.01E-002,6.67E-02,7.11E-02,0.059665206,6.83E-02,4.35E-002,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.844218808,0.436170861,39.1531124,114,23.20037196,20.14994021,0,0,0,0,1,0,0,0,0.615384615,0
mol_393,-1.25,73.09519,84,104.04,5,3,1,1,0,0,0,0,0,0,4,0,0.75,0.25,0,0,0,0,0,0,1,0,0,4.28445705,2.27005561,1.802095141,5,2.25,4,18,0.6,2.539538861,1.949358869,3.444444444,0,0,0,0,0,0.685185185,0,0,0,0,0,0,0,0,0,2.805555556,0,0,0,7.731481481,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5125,0,0,0,1.030555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.281648184,1.232882801,1.705497263,0.435818398,32.59,9.15623122,0,0,1,2,1,1,0,1,0.415162529,-0.657265784,0.415162529,-0.564461961,0,-9.28E-002,0.846047168,3.43E-01,0.248187028,-0.195461702,3.737493704,0.657265784,1.67189136,1.40833656,0.415162529,-0.605740534,-0.204371417,0.577099535,-0.11231883,-0.817495326,0.52174672,0,0.157854294,0.4880502,0.157854294,0.4880502,0.195806891,0.117182959,4.07E-002,0.178650206,1.96E-01,9.64E-002,0.117182959,4.07E-02,0.195806891,9.64E-02,5.38E-002,1.26E-01,8.81E-02,8.48E-002,3.13E-02,0.00E+00,3.47E-01,0.067583839,0.173269912,0.105686074,0.105686074,-0.173269912,-0.030022463,7.14E-003,0,0.00E+00,0,0,0.552843037,0.124444985,0.552843037,0.854934449,0.242494384,1.87E-002,0,0.00E+00,0,0,0.020195359,0.106392305,0,0,0,0,6.086345328,1.122856588,16.49524964,40,8.376884914,7.6090729,1,1,1.02E-005,2.14E-010,1.00E+00,4.88E-04,1.02E-005,0.00E+00,6.00E-01,0.199997966
mol_394,0.1,129.20335,168,212.88,9,7,1,1,0,0,0,0,0,0,8,4,0.875,0.125,0,0,0.361111111,0,0,0,1,0,0,7.112884175,4.308060412,3.009201922,9,6.125,5.87755102,110,0.777777778,2.876622595,3.496029494,4.001073318,4.530061413,0,0,0,0,0.836527778,0,0,0,0,0,0,0,0,0,3.076935941,0,0,0,8.222068216,0,0,0,0,0,0,0,0,0,0,0,0,0,2.533262188,0,0,0,2.866513039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.387330566,2.330686329,3.797840673,0.977383215,32.59,11.58957256,0,0,1,2,1,1,0,1,0.391301507,-0.674858822,0.391301507,-0.568603689,0,-0.106255132,1.257725123,0.342328289,0.24818722,-0.195366391,6.835905792,0.674858822,3.247136321,2.913910649,0.391301507,-0.635362208,0.502275781,-0.526653487,0.364546955,-0.748733973,0.115169527,0.503492855,8.80E-002,0.575162747,8.80E-02,0.575162747,1.09E-01,6.54E-002,2.26E-002,9.94E-02,1.09E-01,5.61E-02,6.54E-002,2.26E-02,1.09E-01,5.61E-02,4.07E-002,8.04E-02,7.97E-02,7.83E-002,6.11E-02,4.78E-02,3.37E-01,6.86E-02,0.168579388,1.00E-01,0.100020694,-0.168579388,-2.84E-002,6.86E-003,0.00E+00,0.00E+00,0,0,0.550010347,0.124656829,0.550010347,0.855603976,0.242895247,1.89E-002,0,0.00E+00,0,0,1.93E-002,0.106656878,0.00E+00,0,0,0,5.786423911,0.624543876,26.80572414,72,17.24916299,14.94768939,1,1,6.25E-006,1.68E-009,1.00E+00,3.24E-02,6.25E-006,0.00E+00,3.33E-01,0.111110416
mol_395,-1.97,75.06755,70,82.7,5,2,1,2,0,0,0,0,0,0,4,1,0.75,0.25,0,0,0.4,0,0,0,1,0,0,4.28445705,2.27005561,1.802095141,5,2.25,4,18,0.6,2.539538861,1.949358869,1.224537037,0,0,0,0,0,-0.74537037,0,0,0,0,0,0,4.430555556,0,0,0,0,0,0,0,3.888888889,0,9.368055556,0,0,0,0,0,0,0,0,0,0,0,1.619444444,0,0,0.684375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.260081355,1.232882801,1.7619679,0.840505214,52.32,9.349775346,0,0,1,3,0,2,1,1,0.811107063,-2.016622636,0,-1.184392914,0.811107063,-0.832229722,1.672717984,0.872243999,0.333471989,-0.69015581,4.531684453,2.016622636,1.427107161,1.087954656,0.838735065,-0.832229722,-1.54962917,1.456668781,-8.32E-002,-1.093936305,5.00E-01,0,0.276732739,0.361664571,0.276732739,0.361664571,0.223796508,0.135348652,1.88E-002,0.140936195,2.24E-01,0.137868063,0.135348652,1.88E-002,0.223796508,1.38E-01,4.24E-002,9.27E-002,1.09E-01,8.36E-02,2.25E-002,0.00E+00,1.01E+00,0.641338479,0.178093555,0.192529601,0.192529601,-0.505980817,-3.71E-002,-0.134493976,0.00E+00,0,0,0,0.5962648,1.66E-003,0.5962648,7.11E-01,0.240733088,4.47E-002,0,0.00E+00,0,0,1.65E-003,0.212546314,0.00E+00,0,0,0,6.337524009,1.074178555,18.69531391,40,6.434844595,6.60969,1,0,1.57E-004,0,1.00E+00,0,1.57E-004,0,1.00E+00,0.399968597
mol_396,-1.65,89.09459,91,109.91,6,3,1,2,0,0,0,0,0,0,5,2,0.8,0.2,0,0,0.416666667,0,0,0,1,0,0,4.991563832,2.77005561,2.182521985,6,3.2,5.333333333,32,0.666666667,2.627214848,2.366431913,1.699166667,0.356481481,0,0,0,0,-0.710648148,0,0,0,0,0,0,4.541805556,0,0,0,0,0,0,0,4.180555556,0,9.599305556,0,0,0,0,0,0,0,0,0,0,0,1.627444444,0,0,1.231833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.55095007,1.527525232,2.33115421,1.006981185,52.32,10.04020887,0,0,1,3,0,2,1,1,0.793525433,-2.037999933,0,-1.198604205,0.793525433,-0.839395727,1.747669603,0.869420375,0.333732808,-0.689257787,5.311221566,2.037999933,1.82696063,1.446261003,0.828650153,-0.839395727,-1.626335733,1.809759611,-1.117119199,0.714979604,-1.049033636,0.50119264,0.234970343,0.409362596,0.234970343,0.409362596,0.151730971,0.113873324,1.80E-002,0.118714199,1.52E-01,0.116665089,0.113873324,1.80E-002,0.151730971,1.17E-01,5.13E-002,8.06E-002,8.73E-02,8.50E-02,6.27E-02,1.67E-02,1.004642847,6.31E-01,0.17887267,0.194529489,0.194529489,-0.502321424,-3.78E-002,-0.13155035,0.00E+00,0,0,0,0.597264745,3.05E-003,0.597264745,7.88E-01,0.240539569,4.41E-002,0,0.00E+00,0,0,3.04E-003,0.174076069,0.00E+00,0,0,0,6.203422328,0.904779012,21.26621421,48,8.642486792,8.416875,1,0,1.19E-004,0,1.00E+00,0,1.19E-004,0,8.33E-01,0.33331357
mol_397,-0.97,117.14867,133,164.33,8,5,1,2,0,0,0,0,0,0,7,4,0.857142857,0.142857143,0,0,0.375,0,0,0,1,0,0,6.405777394,3.77005561,2.889628766,8,5.142857143,7.2,79,0.75,2.715842761,3.223795456,2.018207672,2.363148148,0,0,0,0,-0.681990741,0,0,0,0,0,0,4.672066327,0,0,0,0,0,0,0,4.421111111,0,9.87412415,0,0,0,0,0,0,0,0,0,0,0,1.637081633,0,0,2.202821995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2.158939871,2.132340264,3.406482334,1.445010955,52.32,11.20185697,0,0,1,3,0,2,1,1,0.768185528,-2.063695304,0,-1.211582627,0.768185528,-0.852112677,1.960798134,0.869139175,0.333742655,-0.689161333,6.854640962,2.063695304,2.611933428,2.179012229,0.815387052,-0.852112677,-1.279061764,1.252933278,-0.827073838,0.181832564,-0.298290686,0.774512022,0.178029651,0.475631871,0.178029651,0.475631871,0.116534624,8.62E-002,1.38E-002,8.98E-02,1.17E-01,8.02E-02,8.62E-002,1.38E-002,1.17E-01,8.02E-02,4.20E-002,7.65E-002,8.01E-02,6.52E-02,5.70E-02,5.14E-02,1.002305808,6.31E-01,0.178295407,0.19323197,0.19323197,-0.501152904,-3.73E-002,-0.131203834,0.00E+00,0,0,0,0.596615985,2.81E-003,0.596615985,7.81E-01,0.240665351,4.42E-002,0,0.00E+00,0,0,2.80E-003,0.178044832,0.00E+00,0,0,0,6.010413975,0.684757001,26.37802615,64,13.07938672,12.05825625,1,0,9.67E-005,0,1.00E+00,0,9.67E-005,0,6.25E-01,0.249987909
mol_398,1.35,258.36022,308,387,18,14,0,4,0,0,0,0,0,0,17,13,0.882352941,0.117647059,0,0,0.303418803,0,0,0,2,0,0,13.63998191,8.701907263,6.486364313,18,13.43209877,13.28719723,891,0.833333333,3.114809865,6.887043818,3.641761548,8.112142235,0,0,0,0,-0.194794311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.691959828,0,22.08226403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.554068497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.791843521,4.732668185,7.538047253,1.630719758,52.6,14.96821226,0,0,0,4,0,4,0,0,0,-2.240570969,0,-2.240570969,0,0,3.089399079,1.165831717,0.260786704,-0.40516694,13.63892983,2.240570969,5.25185177,6.146507091,0.783806573,-0.596930835,-1.292139793,1.16E-002,-0.281409139,1.40E+00,-1.36068541,1.94E-002,9.33E-002,6.59E-01,9.33E-02,0.658701687,5.86E-02,3.98E-002,6.88E-003,9.81E-03,5.86E-02,4.23E-02,3.98E-002,6.88E-03,5.86E-02,4.23E-02,2.80E-002,4.40E-02,5.07E-02,5.14E-02,4.63E-002,4.14E-02,1.77E+00,1.27E+00,0,0.498827304,0.249413652,-0.442126234,-0.12441434,-0.170406576,0,0,0,0,1.249413652,2.22E-002,0.624706826,8.43E-01,0.468896415,5.38E-002,0,0.00E+00,0,0,2.19E-002,0.246139265,0.00E+00,0,0,0,5.798841042,0.349468286,48.11102868,142,31.74310503,27.88330828,0,0,0,0,1,0,0,0,0.444444444,0
mol_399,0.7,230.30614,266,332.58,16,12,0,4,0,0,0,0,0,0,15,11,0.866666667,0.133333333,0,0,0.306818182,0,0,0,2,0,0,12.22576835,7.701907263,5.779257532,16,11.484375,11.32444444,614,0.8125,3.145104182,6.011100842,3.605638977,5.434159108,0,0,0,0,-0.263161653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.611069105,0,21.9456278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.597457918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.169776754,4.115519408,6.547403276,1.630330588,52.6,14.35822675,0,0,0,4,0,4,0,0,0,-2.233262843,0,-2.233262843,0,0,2.877579328,1.165831717,0.260786704,-0.40516694,12.0678868,2.233262843,4.459033208,5.375590745,0.787455095,-0.59230512,-1.590408917,0.332553425,-0.284427549,1.394805073,-1.362571427,-0.263829263,0.106530181,0.655108735,0.106530181,0.655108735,6.69E-002,4.54E-002,7.85E-03,1.12E-02,6.69E-02,4.83E-02,4.54E-02,7.85E-03,6.69E-02,4.83E-02,3.18E-02,4.83E-02,5.61E-02,5.70E-02,5.03E-02,4.39E-02,1.77E+00,1.27E+00,0,0.498882649,0.249441325,-0.441951265,-0.124441949,-0.170160024,0,0,0,0,1.249441325,2.20E-002,0.624720662,8.43E-01,0.468889513,5.37E-002,0,0.00E+00,0,0,2.18E-002,0.246207413,0.00E+00,0,0,0,5.854005315,0.399022186,42.94169522,126,27.30553085,24.22142489,0,0,0,0,1,0,0,0,0.5,0
mol_400,-0.85,174.19798,182,223.74,12,8,0,4,0,0,0,0,0,0,11,7,0.818181818,0.181818182,0,0,0.30952381,0,0,0,2,0,0,9.397341225,5.701907263,4.365043969,12,7.638888889,7.438016529,244,0.75,3.267368164,4.242640687,3.448937232,0.905420761,0,0,0,0,-0.711938776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.247396542,0,21.44351757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.455997433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.913956359,2.872281323,4.579965228,1.631073691,52.6,12.95257196,0,0,0,4,0,4,0,0,0,-2.21090217,0,-2.21090217,0,0,2.493752137,1.16593101,0.261286636,-0.405377582,8.943450833,2.21090217,2.867575786,3.864972877,0.802074815,-0.578261392,-2.174191249,0.710466325,1.328313448,-1.287025037,-0.240659103,-0.389190882,0.148712936,0.643650012,0.148712936,0.643650012,0.093409507,0.063389834,1.10E-002,1.55E-002,9.34E-02,6.85E-02,0.063389834,1.10E-002,0.093409507,6.85E-02,4.37E-002,5.88E-002,7.00E-02,7.15E-02,5.95E-02,4.71E-02,1.77E+00,1.27E+00,0,0.499310596,0.249655298,-0.441479901,-0.124655535,-0.169373414,0.062327768,-0.124655535,0.062327768,0,1.249655298,2.17E-002,0.624827649,8.43E-01,0.468836116,5.36E-002,0.390409591,4.69E-01,0.140754293,0,2.15E-002,0.246399764,1.18E-04,2.15E-002,9.78E-01,0.00E+00,6.029900088,0.556980755,32.63999225,94,18.43165255,16.92269634,0,0,0,0,1,0,0,0,0.666666667,0
mol_401,-1.29,132.11686,119,142.11,9,5,0,4,0,0,0,0,0,0,8,4,0.75,0.25,0,0,0.333333333,0,0,0,2,0,0,7.276020882,4.201907263,3.262542272,9,4.839506173,4.5,100,0.666666667,3.223046904,3.109126351,2.42712963,-0.3125,0,0,0,0,-1.163240741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.365833333,0,20.51611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.536524376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.122656348,2.072750901,3.103381922,1.304829866,52.6,11.66368121,0,0,0,4,0,4,0,0,0,-2.16078389,0,-2.16078389,0,0,2.339990765,1.169995382,0.270593995,-0.408886286,6.528611089,2.16078389,1.640288907,2.727538293,0.812008319,-0.596327804,-2.464086475,2.163929032,-1.061512139,-0.884755636,2.0514085,-1.260700245,0.206903552,0.632603116,0.206903552,0.632603116,0.164151092,8.98E-002,1.37E-002,2.18E-02,1.64E-01,9.91E-02,8.98E-002,1.37E-02,1.64E-01,9.91E-02,4.61E-002,7.77E-02,1.04E-01,8.08E-02,5.11E-002,3.90E-02,1.79E+00,1.30E+00,0,0.494325267,0.247162633,-0.448496357,-0.122178735,-0.119505516,-0.122178735,6.11E-002,0,0.00E+00,1.247162633,0.026729308,0.623581317,0.841838511,0.469455316,0.4443718,0.469455316,0.141691025,0,0,0.02637208,0.243969717,0.02637208,0.973449306,0,0,6.267254564,0.787942308,24.92471808,70,11.80500608,11.4930928,1,0,2.83E-005,0,1.00E+00,0,2.83E-005,0,8.89E-01,0
mol_402,0.79,258.36022,308,387,18,14,0,4,0,0,0,0,0,0,17,13,0.882352941,0.117647059,0,0,0.286324786,0,0,0,2,0,0,13.63998191,8.701907263,6.486364313,18,13.43209877,13.28719723,859,0.833333333,3.265723331,6.608075867,4.107122348,7.056663307,0,0,0,0,-0.328147533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02761772,0,22.47007749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.696713348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.574056578,4.540965797,7.554576688,2.273988723,52.6,14.96821226,0,0,0,4,0,4,0,0,0,-2.244078128,0,-2.244078128,0,0,3.092015449,1.165252851,0.260796665,-0.40506798,13.64694111,2.244078128,5.255323936,6.147539043,0.784073309,-0.592050945,-1.159880801,-0.388420858,0.146570676,0.172274997,1.084216653,-1.292915853,9.35E-002,0.658165464,9.35E-02,0.658165464,5.95E-02,3.98E-002,6.98E-03,9.82E-03,5.95E-02,4.09E-02,3.98E-02,6.98E-03,5.95E-02,4.09E-02,2.74E-02,4.59E-02,5.10E-02,4.46E-02,4.32E-02,4.37E-02,1.77E+00,1.27E+00,0,0.49843206,0.24921603,-0.44232448,-0.124217259,-0.17083319,0,0,6.21E-002,-0.124217259,1.25E+00,2.23E-002,0.624608015,8.43E-01,0.468945685,5.38E-002,0,0.00E+00,0.390135172,0.468945685,2.21E-002,0.246054341,0.00E+00,0,1.25E-004,2.21E-002,5.80E+00,3.50E-01,48.10432108,142,31.74175381,27.88330828,0,0,0,0,1,0,0,0,0.444444444,0
mol_403,1.65,272.38726,329,414.21,19,15,0,4,0,0,0,0,0,0,18,14,0.888888889,0.111111111,0,0,0.308270677,0,0,0,2,0,0,14.34708869,9.201907263,6.786170797,19,14.4099723,14.22222222,1080,0.842105263,3.028517499,7.507501122,2.866140515,11.28338275,0,0,0,0,-0.211840743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.171779204,0,21.7238716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.759064688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.243741701,5.167016638,8.024364532,1.295689971,52.6,15.26109231,0,0,0,4,0,4,0,0,0,-2.225856807,0,-2.225856807,0,0,3.257461843,1.171946687,0.260528457,-0.406163693,14.37818744,2.225856807,5.631407557,6.520923073,0.778843081,-0.60028376,-0.715606449,-1.092045301,1.630841854,-1.334338967,1.03E-002,2.68E-002,8.62E-02,6.63E-01,8.62E-02,0.662605187,6.84E-02,3.74E-002,5.70E-03,9.22E-03,6.84E-02,3.97E-02,3.74E-02,5.70E-003,6.84E-02,3.97E-02,2.39E-02,4.41E-002,5.22E-02,4.78E-02,4.35E-02,4.01E-002,1.79E+00,1.31E+00,0,0.485954479,0.24297724,-0.448292287,-0.118075878,-0.184082305,0,0,0,0,1.24297724,0.02829645,0.62148862,0.840811932,0.470481031,0.056636948,0,0,0,0,2.79E-002,0.243902462,0.00E+00,0,0,0,5.766298226,0.328307512,50.63879747,150,33.98407068,29.71621131,0,0,0,0,1,0,0,0,0.421052632,0
